county,fips,candidate,state,votes
Montrose County,8085,Alyson Kennedy,CO,15
Montrose County,8085,Rocky De La Fuente,CO,11
Montrose County,8085,Mike Smith,CO,11
Montrose County,8085,Joseph Maldonado,CO,6
Montrose County,8085,Ryan Scott,CO,5
Montrose County,8085,Kyle Kopitke,CO,4
Montrose County,8085,Laurence Kotlikoff,CO,4
Montrose County,8085,Frank Atwood,CO,3
Montrose County,8085,Tom Hoefling,CO,3
Montrose County,8085,Gloria La Riva,CO,3
Montrose County,8085,Bradford Lyttle,CO,3
Montrose County,8085,Rod Silva,CO,3
Montrose County,8085,Jim Hedges,CO,2
Montrose County,8085,Michael Maturen,CO,2
Montrose County,8085,Emidio Soltysik,CO,2
Perry County,42099,Donald Trump,PA,15616
Perry County,42099,Hillary Clinton,PA,4632
Perry County,42099,Gary Johnson,PA,619
Perry County,42099,Jill Stein,PA,163
Perry County,42099,Darrell Castle,PA,128
Windham County,50025,Hillary Clinton,VT,14340
Windham County,50025,Donald Trump,VT,5454
Windham County,50025,Jill Stein,VT,677
Windham County,50025,Gary Johnson,VT,582
Windham County,50025,Rocky De La Fuente,VT,61
Windham County,50025,Gloria La Riva,VT,29
Pierce County,55093,Donald Trump,WI,11272
Pierce County,55093,Hillary Clinton,WI,8399
Pierce County,55093,Gary Johnson,WI,1052
Pierce County,55093,Jill Stein,WI,279
Pierce County,55093,Darrell Castle,WI,106
Pierce County,55093,Rocky De La Fuente,WI,10
Pierce County,55093,Monica Moorehead,WI,6
Johnson County,29101,Donald Trump,MO,13719
Johnson County,29101,Hillary Clinton,MO,5930
Johnson County,29101,Gary Johnson,MO,1100
Johnson County,29101,Jill Stein,MO,205
Johnson County,29101,Darrell Castle,MO,165
Fulton County,39051,Donald Trump,OH,13709
Fulton County,39051,Hillary Clinton,OH,6069
Fulton County,39051,Gary Johnson,OH,1024
Fulton County,39051,Jill Stein,OH,167
Fulton County,39051,Richard Duncan,OH,139
Fulton County,36035,Donald Trump,NY,13462
Fulton County,36035,Hillary Clinton,NY,6496
Fulton County,36035,Gary Johnson,NY,779
Fulton County,36035,Jill Stein,NY,311
Jackson County,12063,Donald Trump,FL,14257
Jackson County,12063,Hillary Clinton,FL,6397
Jackson County,12063,Gary Johnson,FL,266
Jackson County,12063,Jill Stein,FL,60
Jackson County,12063,Darrell Castle,FL,42
Jackson County,12063,Rocky De La Fuente,FL,17
Carter County,47019,Donald Trump,TN,16898
Carter County,47019,Hillary Clinton,TN,3453
Carter County,47019,Gary Johnson,TN,409
Carter County,47019,Jill Stein,TN,130
Carter County,47019,Mike Smith,TN,54
Carter County,47019,Rocky De La Fuente,TN,30
Carter County,47019,Alyson Kennedy,TN,20
Isle of Wight County,51093,Donald Trump,VA,12204
Isle of Wight County,51093,Hillary Clinton,VA,7881
Isle of Wight County,51093,Gary Johnson,VA,589
Isle of Wight County,51093,Evan McMullin,VA,207
Isle of Wight County,51093,Jill Stein,VA,81
Bonner County,16017,Donald Trump,ID,13343
Bonner County,16017,Hillary Clinton,ID,5819
Bonner County,16017,Gary Johnson,ID,762
Bonner County,16017,Jill Stein,ID,396
Bonner County,16017,Evan McMullin,ID,372
Bonner County,16017,Darrell Castle,ID,116
Bonner County,16017,Scott Copeland,ID,84
Bonner County,16017,Rocky De La Fuente,ID,33
Isanti County,27059,Donald Trump,MN,13635
Isanti County,27059,Hillary Clinton,MN,5657
Isanti County,27059,Gary Johnson,MN,765
Isanti County,27059,Evan McMullin,MN,418
Isanti County,27059,Jill Stein,MN,219
Isanti County,27059,Dan Vacek,MN,85
Isanti County,27059,Darrell Castle,MN,84
Isanti County,27059,Alyson Kennedy,MN,8
Isanti County,27059,Rocky De La Fuente,MN,5
Jackson County,1071,Donald Trump,AL,16672
Jackson County,1071,Hillary Clinton,AL,3673
Jackson County,1071,Gary Johnson,AL,393
Jackson County,1071,Jill Stein,AL,90
Nelson County,21179,Donald Trump,KY,13431
Nelson County,21179,Hillary Clinton,KY,6434
Nelson County,21179,Gary Johnson,KY,565
Nelson County,21179,Evan McMullin,KY,201
Nelson County,21179,Jill Stein,KY,131
Nelson County,21179,Rocky De La Fuente,KY,11
Duplin County,37061,Donald Trump,NC,12217
Duplin County,37061,Hillary Clinton,NC,8283
Duplin County,37061,Gary Johnson,NC,260
St. John the Baptist Parish,22095,Hillary Clinton,LA,12661
St. John the Baptist Parish,22095,Donald Trump,LA,7569
St. John the Baptist Parish,22095,Gary Johnson,LA,228
St. John the Baptist Parish,22095,Jill Stein,LA,122
St. John the Baptist Parish,22095,Evan McMullin,LA,45
St. John the Baptist Parish,22095,Darrell Castle,LA,36
St. John the Baptist Parish,22095,Laurence Kotlikoff,LA,20
St. John the Baptist Parish,22095,Chris Keniston,LA,17
St. John the Baptist Parish,22095,Tom Hoefling,LA,13
St. John the Baptist Parish,22095,Princess Jacob,LA,12
St. John the Baptist Parish,22095,Alyson Kennedy,LA,7
St. John the Baptist Parish,22095,Jerry White,LA,7
St. John the Baptist Parish,22095,Gloria La Riva,LA,6
Hawkins County,47073,Donald Trump,TN,16648
Hawkins County,47073,Hillary Clinton,TN,3507
Hawkins County,47073,Gary Johnson,TN,397
Hawkins County,47073,Jill Stein,TN,91
Hawkins County,47073,Mike Smith,TN,52
Hawkins County,47073,Rocky De La Fuente,TN,31
Hawkins County,47073,Alyson Kennedy,TN,12
Buffalo County,31019,Donald Trump,NE,14569
Buffalo County,31019,Hillary Clinton,NE,4763
Buffalo County,31019,Gary Johnson,NE,1174
Buffalo County,31019,Jill Stein,NE,227
Summit County,49043,Hillary Clinton,UT,10503
Summit County,49043,Donald Trump,UT,7333
Summit County,49043,Evan McMullin,UT,1786
Summit County,49043,Gary Johnson,UT,756
Summit County,49043,Jill Stein,UT,170
Summit County,49043,Darrell Castle,UT,44
Summit County,49043,Rocky Giordani,UT,27
Summit County,49043,Rocky De La Fuente,UT,11
Summit County,49043,Alyson Kennedy,UT,7
Summit County,49043,Monica Moorehead,UT,4
Hamblen County,47063,Donald Trump,TN,15857
Hamblen County,47063,Hillary Clinton,TN,4075
Hamblen County,47063,Gary Johnson,TN,443
Hamblen County,47063,Jill Stein,TN,93
Hamblen County,47063,Mike Smith,TN,73
Hamblen County,47063,Rocky De La Fuente,TN,30
Hamblen County,47063,Alyson Kennedy,TN,27
Coffee County,1031,Donald Trump,AL,15875
Coffee County,1031,Hillary Clinton,AL,4221
Coffee County,1031,Gary Johnson,AL,396
Coffee County,1031,Jill Stein,AL,104
Shelby County,21211,Donald Trump,KY,13196
Shelby County,21211,Hillary Clinton,KY,6276
Shelby County,21211,Gary Johnson,KY,629
Shelby County,21211,Evan McMullin,KY,324
Shelby County,21211,Jill Stein,KY,138
Shelby County,21211,Rocky De La Fuente,KY,10
Preble County,39135,Donald Trump,OH,15446
Preble County,39135,Hillary Clinton,OH,4325
Preble County,39135,Gary Johnson,OH,553
Preble County,39135,Jill Stein,OH,126
Preble County,39135,Richard Duncan,OH,102
Boyd County,21019,Donald Trump,KY,13591
Boyd County,21019,Hillary Clinton,KY,6021
Boyd County,21019,Gary Johnson,KY,496
Boyd County,21019,Evan McMullin,KY,168
Boyd County,21019,Jill Stein,KY,167
Boyd County,21019,Rocky De La Fuente,KY,11
Shenandoah County,51171,Donald Trump,VA,14094
Shenandoah County,51171,Hillary Clinton,VA,5273
Shenandoah County,51171,Gary Johnson,VA,556
Shenandoah County,51171,Evan McMullin,VA,286
Shenandoah County,51171,Jill Stein,VA,149
Hopkins County,21107,Donald Trump,KY,15277
Hopkins County,21107,Hillary Clinton,KY,4310
Hopkins County,21107,Gary Johnson,KY,478
Hopkins County,21107,Evan McMullin,KY,163
Hopkins County,21107,Jill Stein,KY,97
Hopkins County,21107,Rocky De La Fuente,KY,16
Marinette County,55075,Donald Trump,WI,13122
Marinette County,55075,Hillary Clinton,WI,6409
Marinette County,55075,Gary Johnson,WI,524
Marinette County,55075,Jill Stein,WI,129
Marinette County,55075,Darrell Castle,WI,79
Marinette County,55075,Monica Moorehead,WI,12
Marinette County,55075,Rocky De La Fuente,WI,7
Jefferson County,53031,Hillary Clinton,WA,12656
Jefferson County,53031,Donald Trump,WA,6037
Jefferson County,53031,Gary Johnson,WA,746
Jefferson County,53031,Jill Stein,WA,706
Jefferson County,53031,Darrell Castle,WA,75
Jefferson County,53031,Alyson Kennedy,WA,34
Jefferson County,53031,Gloria La Riva,WA,22
Chaves County,35005,Donald Trump,NM,12872
Chaves County,35005,Hillary Clinton,NM,5534
Chaves County,35005,Gary Johnson,NM,1609
Chaves County,35005,Evan McMullin,NM,102
Chaves County,35005,Jill Stein,NM,86
Chaves County,35005,Darrell Castle,NM,32
Chaves County,35005,Gloria La Riva,NM,22
Chaves County,35005,Rocky De La Fuente,NM,14
Talbot County,24041,Donald Trump,MD,10724
Talbot County,24041,Hillary Clinton,MD,8653
Talbot County,24041,Gary Johnson,MD,632
Talbot County,24041,Jill Stein,MD,203
Siskiyou County,6093,Donald Trump,CA,11341
Siskiyou County,6093,Hillary Clinton,CA,7234
Siskiyou County,6093,Gary Johnson,CA,875
Siskiyou County,6093,Jill Stein,CA,575
Siskiyou County,6093,Gloria La Riva,CA,88
Oconto County,55083,Donald Trump,WI,13345
Oconto County,55083,Hillary Clinton,WI,5940
Oconto County,55083,Gary Johnson,WI,590
Oconto County,55083,Jill Stein,WI,118
Oconto County,55083,Darrell Castle,WI,89
Oconto County,55083,Monica Moorehead,WI,9
Oconto County,55083,Rocky De La Fuente,WI,5
Henry County,18065,Donald Trump,IN,13895
Henry County,18065,Hillary Clinton,IN,5124
Henry County,18065,Gary Johnson,IN,1056
Otero County,35035,Donald Trump,NM,11887
Otero County,35035,Hillary Clinton,NM,6124
Otero County,35035,Gary Johnson,NM,1613
Otero County,35035,Jill Stein,NM,169
Otero County,35035,Evan McMullin,NM,162
Otero County,35035,Darrell Castle,NM,67
Otero County,35035,Gloria La Riva,NM,23
Otero County,35035,Rocky De La Fuente,NM,15
Stephenson County,17177,Donald Trump,IL,11083
Stephenson County,17177,Hillary Clinton,IL,7768
Stephenson County,17177,Gary Johnson,IL,936
Stephenson County,17177,Jill Stein,IL,250
Cortland County,36023,Donald Trump,NY,9900
Cortland County,36023,Hillary Clinton,NY,8771
Cortland County,36023,Gary Johnson,NY,957
Cortland County,36023,Jill Stein,NY,374
Kendall County,48259,Donald Trump,TX,15700
Kendall County,48259,Hillary Clinton,TX,3643
Kendall County,48259,Gary Johnson,TX,555
Kendall County,48259,Jill Stein,TX,87
Chenango County,36017,Donald Trump,NY,11921
Chenango County,36017,Hillary Clinton,NY,6775
Chenango County,36017,Gary Johnson,NY,916
Chenango County,36017,Jill Stein,NY,358
Oconee County,13219,Donald Trump,GA,13425
Oconee County,13219,Hillary Clinton,GA,5581
Oconee County,13219,Gary Johnson,GA,925
Dubois County,18037,Donald Trump,IN,13365
Dubois County,18037,Hillary Clinton,IN,5389
Dubois County,18037,Gary Johnson,IN,1163
Benton County,27009,Donald Trump,MN,12872
Benton County,27009,Hillary Clinton,MN,5640
Benton County,27009,Gary Johnson,MN,683
Benton County,27009,Evan McMullin,MN,325
Benton County,27009,Jill Stein,MN,245
Benton County,27009,Dan Vacek,MN,63
Benton County,27009,Darrell Castle,MN,57
Benton County,27009,Alyson Kennedy,MN,15
Benton County,27009,Rocky De La Fuente,MN,11
Coffee County,47031,Donald Trump,TN,14417
Coffee County,47031,Hillary Clinton,TN,4743
Coffee County,47031,Gary Johnson,TN,517
Coffee County,47031,Jill Stein,TN,113
Coffee County,47031,Mike Smith,TN,62
Coffee County,47031,Rocky De La Fuente,TN,32
Coffee County,47031,Alyson Kennedy,TN,23
Hillsdale County,26059,Donald Trump,MI,14095
Hillsdale County,26059,Hillary Clinton,MI,4799
Hillsdale County,26059,Gary Johnson,MI,700
Hillsdale County,26059,Jill Stein,MI,184
Hillsdale County,26059,Darrell Castle,MI,98
Hillsdale County,26059,Emidio Soltysik,MI,5
Vance County,37181,Hillary Clinton,NC,12229
Vance County,37181,Donald Trump,NC,7332
Vance County,37181,Gary Johnson,NC,294
Polk County,48373,Donald Trump,TX,15176
Polk County,48373,Hillary Clinton,TX,4187
Polk County,48373,Gary Johnson,TX,367
Polk County,48373,Jill Stein,TX,86
Baxter County,5005,Donald Trump,AR,14682
Baxter County,5005,Hillary Clinton,AR,4169
Baxter County,5005,Gary Johnson,AR,452
Baxter County,5005,Evan McMullin,AR,158
Baxter County,5005,Jill Stein,AR,140
Baxter County,5005,Darrell Castle,AR,85
Baxter County,5005,Lynn Kahn,AR,42
Baxter County,5005,Jim Hedges,AR,38
Shawano County,55115,Donald Trump,WI,12769
Shawano County,55115,Hillary Clinton,WI,6068
Shawano County,55115,Gary Johnson,WI,613
Shawano County,55115,Jill Stein,WI,173
Shawano County,55115,Darrell Castle,WI,108
Shawano County,55115,Monica Moorehead,WI,9
Shawano County,55115,Rocky De La Fuente,WI,8
Box Elder County,49003,Donald Trump,UT,12230
Box Elder County,49003,Evan McMullin,UT,4257
Box Elder County,49003,Hillary Clinton,UT,2282
Box Elder County,49003,Gary Johnson,UT,591
Box Elder County,49003,Darrell Castle,UT,210
Box Elder County,49003,Jill Stein,UT,76
Box Elder County,49003,Rocky Giordani,UT,61
Box Elder County,49003,Rocky De La Fuente,UT,15
Box Elder County,49003,Monica Moorehead,UT,9
Box Elder County,49003,Alyson Kennedy,UT,4
Huntingdon County,42061,Donald Trump,PA,14494
Huntingdon County,42061,Hillary Clinton,PA,4539
Huntingdon County,42061,Gary Johnson,PA,425
Huntingdon County,42061,Darrell Castle,PA,152
Huntingdon County,42061,Jill Stein,PA,96
Henderson County,21101,Donald Trump,KY,12159
Henderson County,21101,Hillary Clinton,KY,6707
Henderson County,21101,Gary Johnson,KY,507
Henderson County,21101,Evan McMullin,KY,177
Henderson County,21101,Jill Stein,KY,142
Henderson County,21101,Rocky De La Fuente,KY,13
Walker County,48471,Donald Trump,TX,12884
Walker County,48471,Hillary Clinton,TX,6091
Walker County,48471,Gary Johnson,TX,560
Walker County,48471,Jill Stein,TX,161
Eddy County,35015,Donald Trump,NM,13147
Eddy County,35015,Hillary Clinton,NM,5033
Eddy County,35015,Gary Johnson,NM,1275
Eddy County,35015,Jill Stein,NM,84
Eddy County,35015,Evan McMullin,NM,83
Eddy County,35015,Darrell Castle,NM,27
Eddy County,35015,Gloria La Riva,NM,12
Eddy County,35015,Rocky De La Fuente,NM,6
Lafayette County,28071,Donald Trump,MS,10872
Lafayette County,28071,Hillary Clinton,MS,7969
Lafayette County,28071,Gary Johnson,MS,577
Lafayette County,28071,Jill Stein,MS,134
Lafayette County,28071,Darrell Castle,MS,68
Lafayette County,28071,Rocky De La Fuente,MS,15
Lafayette County,28071,Jim Hedges,MS,8
McDowell County,37111,Donald Trump,NC,14568
McDowell County,37111,Hillary Clinton,NC,4667
McDowell County,37111,Gary Johnson,NC,396
Delaware County,36025,Donald Trump,NY,11942
Delaware County,36025,Hillary Clinton,NY,6627
Delaware County,36025,Gary Johnson,NY,650
Delaware County,36025,Jill Stein,NY,377
Nye County,32023,Donald Trump,NV,13324
Nye County,32023,Hillary Clinton,NV,5094
Nye County,32023,Gary Johnson,NV,552
Nye County,32023, None of these candidates,NV,414
Nye County,32023,Darrell Castle,NV,164
Nye County,32023,Rocky De La Fuente,NV,47
Brown County,39015,Donald Trump,OH,14573
Brown County,39015,Hillary Clinton,OH,4353
Brown County,39015,Gary Johnson,OH,431
Brown County,39015,Jill Stein,OH,103
Brown County,39015,Richard Duncan,OH,95
Gloucester County,51073,Donald Trump,VA,13096
Gloucester County,51073,Hillary Clinton,VA,5404
Gloucester County,51073,Gary Johnson,VA,693
Gloucester County,51073,Evan McMullin,VA,213
Gloucester County,51073,Jill Stein,VA,134
Gibson County,47053,Donald Trump,TN,13786
Gibson County,47053,Hillary Clinton,TN,5258
Gibson County,47053,Gary Johnson,TN,305
Gibson County,47053,Jill Stein,TN,66
Gibson County,47053,Mike Smith,TN,36
Gibson County,47053,Rocky De La Fuente,TN,26
Gibson County,47053,Alyson Kennedy,TN,18
Monroe County,55081,Donald Trump,WI,11356
Monroe County,55081,Hillary Clinton,WI,7052
Monroe County,55081,Gary Johnson,WI,707
Monroe County,55081,Jill Stein,WI,232
Monroe County,55081,Darrell Castle,WI,113
Monroe County,55081,Rocky De La Fuente,WI,10
Monroe County,55081,Monica Moorehead,WI,10
Jefferson County,42065,Donald Trump,PA,15192
Jefferson County,42065,Hillary Clinton,PA,3650
Jefferson County,42065,Gary Johnson,PA,432
Jefferson County,42065,Jill Stein,PA,110
Jefferson County,42065,Darrell Castle,PA,94
Laurens County,13175,Donald Trump,GA,12411
Laurens County,13175,Hillary Clinton,GA,6752
Laurens County,13175,Gary Johnson,GA,313
Woodford County,17203,Donald Trump,IL,13207
Woodford County,17203,Hillary Clinton,IL,5092
Woodford County,17203,Gary Johnson,IL,942
Woodford County,17203,Jill Stein,IL,214
Person County,37145,Donald Trump,NC,11185
Person County,37145,Hillary Clinton,NC,7833
Person County,37145,Gary Johnson,NC,419
Warren County,28149,Donald Trump,MS,9767
Warren County,28149,Hillary Clinton,MS,9284
Warren County,28149,Gary Johnson,MS,229
Warren County,28149,Jill Stein,MS,56
Warren County,28149,Darrell Castle,MS,54
Warren County,28149,Jim Hedges,MS,16
Warren County,28149,Rocky De La Fuente,MS,10
Tallapoosa County,1123,Donald Trump,AL,13594
Tallapoosa County,1123,Hillary Clinton,AL,5519
Tallapoosa County,1123,Gary Johnson,AL,233
Tallapoosa County,1123,Jill Stein,AL,52
Levy County,12075,Donald Trump,FL,13775
Levy County,12075,Hillary Clinton,FL,5101
Levy County,12075,Gary Johnson,FL,358
Levy County,12075,Jill Stein,FL,102
Levy County,12075,Darrell Castle,FL,46
Levy County,12075,Rocky De La Fuente,FL,13
Franklin County,50011,Hillary Clinton,VT,9351
Franklin County,50011,Donald Trump,VT,8752
Franklin County,50011,Gary Johnson,VT,836
Franklin County,50011,Jill Stein,VT,320
Franklin County,50011,Rocky De La Fuente,VT,88
Franklin County,50011,Gloria La Riva,VT,26
Dare County,37055,Donald Trump,NC,11460
Dare County,37055,Hillary Clinton,NC,7222
Dare County,37055,Gary Johnson,NC,674
Fayette County,47047,Donald Trump,TN,13055
Fayette County,47047,Hillary Clinton,TN,5874
Fayette County,47047,Gary Johnson,TN,261
Fayette County,47047,Jill Stein,TN,62
Fayette County,47047,Mike Smith,TN,37
Fayette County,47047,Rocky De La Fuente,TN,19
Fayette County,47047,Alyson Kennedy,TN,16
Wilson County,48493,Donald Trump,TX,13998
Wilson County,48493,Hillary Clinton,TX,4790
Wilson County,48493,Gary Johnson,TX,392
Wilson County,48493,Jill Stein,TX,82
Sanilac County,26151,Donald Trump,MI,13446
Sanilac County,26151,Hillary Clinton,MI,4873
Sanilac County,26151,Gary Johnson,MI,662
Sanilac County,26151,Jill Stein,MI,170
Sanilac County,26151,Darrell Castle,MI,77
Sanilac County,26151,Emidio Soltysik,MI,15
Muscatine County,19139,Donald Trump,IA,9584
Muscatine County,19139,Hillary Clinton,IA,8368
Muscatine County,19139,Gary Johnson,IA,748
Muscatine County,19139,Jill Stein,IA,183
Muscatine County,19139,Evan McMullin,IA,136
Muscatine County,19139,Darrell Castle,IA,87
Muscatine County,19139,Dan Vacek,IA,63
Muscatine County,19139,Lynn Kahn,IA,42
Muscatine County,19139,Gloria La Riva,IA,7
Muscatine County,19139,Rocky De La Fuente,IA,3
Richmond County,37153,Donald Trump,NC,10383
